SYS,ASY,COMP,"Description ",CompCode9Digit,Obsolete,"Comments "
92,2,41,"Bearing Assembly - Stage Shaft",092-002-041,,
92,2,42,"Hardware, Mounting - Compressor Drive Input Coupler",092-002-042,,
92,2,43,"Vane - Compressor",092-002-043,,
92,2,44,"Rotor - Compressor",092-002-044,,
92,2,45,"Filter Assembly - Compressor, Bulk Product Transfer",092-002-045,,"updated by JP"
92,2,46,"Element - Filter, Bulk Product Transfer",092-002-046,,"updated by JP"
92,2,47,"Repair Kit - Compressor Assembly",092-002-047,,
92,2,48,"Body - Rotor Housing, Compressor",092-002-048,,
92,2,49,"End Plate - Rotor Housing Compressor",092-002-049,,
92,2,50,"End Cap - Bearing Housing",092-002-050,,
92,2,51,"Seal - End Plate",092-002-051,,
92,2,52,"Spacer - Distance Sleeve",092-002-052,,
92,2,53,"Cowl - Drive End, Compressor",092-002-053,,
92,2,54,"Cowl - Non-Drive End, Compressor",092-002-054,,
92,2,55,"Dowel - Shoulder Pin End Plate",092-002-055,,
92,2,56,"Shim Pack Kit",092-002-056,,
92,2,57,"Pressure Relief Valve - Compressor, Bulk Product Transfer",092-002-057,,"updated by JP"
92,2,58,"Flange - Inlet, Outlet",092-002-058,,
92,2,59,"Star - Tolerance Ring",092-002-059,,
92,2,60,"Fan - Cooling, Compressor",092-002-060,,
92,2,61,"Gasket - Inlet/Outlet Flange, Compressor",092-002-061,,
92,2,62,"Key - Shaft,  Compressor Drive",092-002-062,,
92,2,63,"O-Ring - End Plate, Rotor",092-002-063,,
92,2,64,"Handle Assembly (T) - Air Strainer",092-002-064,,
92,2,65,"Can - Air Strainer",092-002-065,,
93,0,0,"Storage - Bulk Storage System",093-000-000,,"updated by JP"
94,0,0,"Lines, Tubes, Hoses & Fittings - Bulk Product Transfer Systems",094-000-000,,
94,1,0,"Lines - Crossover",094-001-000,,
94,1,1,"Hose Assembly W/Fittings - Crossover, Right",094-001-001,,
94,1,2,"Hose Assembly W/Fittings - Crossover, Left",094-001-002,,
94,1,3,"Adapter - Upstream End,  Crossover Hose",094-001-003,,
94,1,4,"Coupler - Upstream End,  Crossover Hose",094-001-004,,
94,1,5,"Hose - Crossover,  Abrasive Dry Product",094-001-005,,
94,1,6,"Hose - Crossover,  Non-Abrasive Dry Product",094-001-006,,
94,1,7,"Hose - Crossover,  Sanitary Dry Product",094-001-007,,
94,1,8,"Hose - Crossover,  Petroleum Liquid Product",094-001-008,,
94,1,9,"Hose - Crossover,  Chemical Liquid Product",094-001-009,,
94,1,10,"Hose - Crossover,  Corrosive Chemical Liquid Product",094-001-010,,
94,1,11,"Hose - Crossover,  Sanitary Liquid Product",094-001-011,,
94,1,12,"Hose - Crossover,  Flammable Gas Product",094-001-012,,
94,1,13,"Hose - Crossover,  Nonflammable Gas Product",094-001-013,,
94,1,14,"Hose - Crossover, Cryogenic Product",094-001-014,,
94,1,15,"Coupler - Downstream End,  Crossover Hose",094-001-015,,
94,1,16,"Adapter - Downstream End,  Crossover Hose",094-001-016,,
94,1,17,"Cap - Protector,  Crossover Hose",094-001-017,,
94,1,18,"Hardware, Mounting - Right Crossover Hose Assembly with Fittings",094-001-018,,
94,1,19,"Tube Assembly W/Fittings - Crossover, Right",094-001-019,,
94,1,20,"Tube Assembly W/Fittings - Crossover, Left",094-001-020,,
94,1,21,"Adapter - Upstream End,  Crossover Tube",094-001-021,,
94,1,22,"Coupler - Upstream End,  Crossover Tube",094-001-022,,
94,1,23,"Tube - Crossover,  Abrasive Dry Product",094-001-023,,
94,1,24,"Tube - Crossover,  Nonabrasive Dry Product",094-001-024,,
94,1,25,"Tube - Crossover,  Sanitary Dry Product",094-001-025,,
94,1,26,"Tube - Crossover,  Petroleum Liquid Product",094-001-026,,
94,1,27,"Tube - Crossover,  Chemical Liquid Product",094-001-027,,
94,1,28,"Tube - Crossover,  Corrosive Chemical Liquid Product",094-001-028,,
94,1,29,"Tube - Crossover,  Sanitary Liquid Product",094-001-029,,
94,1,30,"Tube - Crossover,  Flammable Gas Product",094-001-030,,
94,1,31,"Tube - Crossover,  Nonflammable Gas Product",094-001-031,,
94,1,32,"Tube - Crossover, Cryogenic Product",094-001-032,,
94,1,33,"Coupler - Downstream End,  Crossover Tube",094-001-033,,
94,1,34,"Adapter - Downstream End,  Crossover Tube",094-001-034,,
94,1,35,"Cap - Protector,  Crossover Tube",094-001-035,,
94,1,36,"Hardware, Mounting- Right Crossover Tube Assembly with Fittings",094-001-036,,
94,1,37,"Coupling - Flange, Crossover",094-001-037,,
94,1,38,"Gasket - Flange Coupling, Crossover",094-001-038,,
94,1,39,"Hardware, Mounting - Crossover Flange Coupling",094-001-039,,
94,1,40,"Coupling - Flexible Hose Joint, Crossover",094-001-040,,
94,1,41,"Hardware, Mounting - Crossover Flexible Hose Joint Coupling",094-001-041,,
94,2,0,"Line - Product Loading",094-002-000,,
94,2,1,"Hose Assembly W/Fittings - Loading",094-002-001,,
94,2,2,"Adapter - Upstream End, Hose, Loading",094-002-002,,
94,2,3,"Coupler - Upstream End, Hose, Loading",094-002-003,,
94,2,4,"Hose - Loading,  Abrasive Dry Product",094-002-004,,
94,2,5,"Hose - Loading,  Nonabrasive Dry Product",094-002-005,,
94,2,6,"Hose - Loading,  Sanitary Dry Product",094-002-006,,
94,2,7,"Hose - Loading,  Petroleum Liquid Product",094-002-007,,
94,2,8,"Hose - Loading,  Chemical Liquid Product",094-002-008,,
94,2,9,"Hose - Loading,  Corrosive Chemical Liquid Product",094-002-009,,
94,2,10,"Hose - Loading,  Sanitary Liquid Product",094-002-010,,
94,2,11,"Hose - Loading,  Flammable Gas Product",094-002-011,,
94,2,12,"Hose - Loading,  Nonflammable Gas Product",094-002-012,,
94,2,13,"Hose - Loading, Cryogenic Product",094-002-013,,
94,2,14,"Coupler - Downstream End,  Loading Hose",094-002-014,,
94,2,15,"Adapter - Downstream End,  Loading Hose",094-002-015,,
94,2,16,"Cap - Protector, Loading Hose",094-002-016,,
94,2,17,"Hardware, Mounting - Loading Hose Assembly with Fittings",094-002-017,,
94,2,18,"Tube Assembly W/Fittings - Loading",094-002-018,,
94,2,19,"Adapter - Upstream End,  Loading Tube",094-002-019,,
94,2,20,"Coupler - Upstream End,  Loading Tube",094-002-020,,
94,2,21,"Tube - Loading,  Abrasive Dry Product",094-002-021,,
94,2,22,"Tube - Loading,  Nonabrasive Dry Product",094-002-022,,
94,2,23,"Tube - Loading,  Sanitary Dry Product",094-002-023,,
94,2,24,"Tube - Loading,  Petroleum Liquid Product",094-002-024,,
94,2,25,"Tube - Loading,  Chemical Liquid Product",094-002-025,,
94,2,26,"Tube - Loading,  Corrosive Chemical Liquid Product",094-002-026,,
94,2,27,"Tube - Loading,  Sanitary Liquid Product",094-002-027,,
94,2,28,"Tube - Loading,  Flammable Gas Product",094-002-028,,
94,2,29,"Tube - Loading,  Nonflammable Gas Product",094-002-029,,
94,2,30,"Tube - Loading, Cryogenic Product",094-002-030,,
94,2,31,"Coupler - Downstream End,  Loading Tube",094-002-031,,
94,2,32,"Adapter - Downstream End,  Loading Tube",094-002-032,,
94,2,33,"Cap - Protector, Loading Tube",094-002-033,,
94,2,34,"Hardware, Mounting- Loading Tube Assembly with Fittings",094-002-034,,
94,2,35,"Coupling -  Loading Flange",094-002-035,,
94,2,36,"Gasket - Flange Coupling, Loading",094-002-036,,
94,2,37,"Hardware, Mounting - Loading Flange Coupling",094-002-037,,
94,2,38,"Coupling - Flexible  Joint, Loading Hose",094-002-038,,
94,2,39,"Hardware, Mounting - Loading Hose Flexible Joint Coupling",094-002-039,,
94,2,40,"Dust Filter Bag Assembly - Hatch Loading",094-002-040,,
94,4,0,"Line - Unloading, Product (See 095-001 For Manifold)",094-004-000,,
94,4,1,"Hose Assembly W/Fittings - Unloading",094-004-001,,
94,4,2,"Adapter - Upstream End,  Unloading Hose",094-004-002,,
94,4,3,"Coupler - Upstream End,  Unloading Hose",094-004-003,,
94,4,4,"Hose - Unloading,  Abrasive Dry Product",094-004-004,,
94,4,5,"Hose - Unloading,  Nonabrasive Dry Product",094-004-005,,
94,4,6,"Hose - Unloading,  Sanitary Dry Product",094-004-006,,
94,4,7,"Hose - Unloading,  Petroleum Liquid Product",094-004-007,,
94,4,8,"Hose - Unloading,  Chemical Liquid Product",094-004-008,,
94,4,9,"Hose - Unloading,  Corrosive Chemical Liquid Product",094-004-009,,
94,4,10,"Hose - Unloading,  Sanitary Liquid Product",094-004-010,,
94,4,11,"Hose - Unloading,  Flammable Gas Product",094-004-011,,
94,4,12,"Hose - Unloading,  Nonflammable Gas Product",094-004-012,,
94,4,13,"Hose - Unloading, Cryogenic Product",094-004-013,,
94,4,14,"Coupler - Downstream End,  Unloading Hose",094-004-014,,
94,4,15,"Adapter - Downstream End,  Unloading Hose",094-004-015,,
94,4,16,"Cap - Protector, Unloading Hose",094-004-016,,
94,4,17,"Hardware, Mounting - Unloading Hose Assembly with Fittings",094-004-017,,
94,4,18,"Coupling - Flange, Unloading",094-004-018,,
94,4,19,"Gasket - Flange Coupling, Unloading",094-004-019,,
94,4,20,"Hardware, Mounting - Unloading Flange Coupling",094-004-020,,
94,4,21,"Coupling - Flexible Hose Joint, Unloading",094-004-021,,
94,4,22,"Hardware, Mounting - Unloading Flexible Hose Joint  Coupling",094-004-022,,
94,4,23,"Nipple - Grooved",094-004-023,,
94,4,24,"Line - Air Eliminator",094-004-024,,
94,4,25,"Coupling - Flexible W/Gasket, Grooved Pipe",094-004-025,,
94,4,26,"Gasket - Flexible Coupling",094-004-026,,
94,4,27,Clamp,094-004-027,,"Requested by Parts River JP"
94,4,28,"Gasket - Cap",094-004-028,,"Requested by Parts River JP"
94,5,0,"Line - Pump-Off, Discharge, Vehicle-To-Vehicle (See 095-001 For Manifold)",094-005-000,,
94,5,1,"Tube Assembly  W/Fittings - Pump-Off",094-005-001,,
94,5,2,"Adapter -  Pump-Off Tube, Upstream End",094-005-002,,
94,5,3,"Coupler -   Pump-Off Tube, Upstream End",094-005-003,,
94,5,4,"Tube - Pump-Off,  Abrasive Dry Product",094-005-004,,
94,5,5,"Tube - Pump-Off,  Nonabrasive Dry Product",094-005-005,,
94,5,6,"Tube - Pump-Off,  Sanitary Dry Product",094-005-006,,
94,5,7,"Tube - Pump-Off,  Petroleum Liquid Product",094-005-007,,
94,5,8,"Tube - Pump-Off,  Chemical Liquid Product",094-005-008,,
94,5,9,"Tube - Pump-Off,  Corrosive Chemical Liquid Product",094-005-009,,
94,5,10,"Tube - Pump-Off,  Sanitary Liquid Product",094-005-010,,
94,5,11,"Coupler -  Pump-Off Tube, Downstream End",094-005-011,,
94,5,12,"Adapter -  Pump-Off Tube, Downstream End",094-005-012,,
94,5,13,"Cap - Protector, Pump-Off Tube",094-005-013,,
94,5,14,"Hardware, Mounting- Pump Off Tube Assembly with Fittings",094-005-014,,
94,5,15,"Hose Assembly W/Fittings - Pump-Off",094-005-015,,
94,5,16,"Adapter -  Pump-Off Hose, Upstream End",094-005-016,,
94,5,17,"Coupler -  Pump-Off Hose, Upstream End",094-005-017,,
94,5,18,"Hose - Pump-Off,  Abrasive Dry Product",094-005-018,,
94,5,19,"Hose - Pump-Off,  Nonabrasive Dry Product",094-005-019,,
94,5,20,"Hose - Pump-Off,  Sanitary Dry Product",094-005-020,,
94,5,21,"Hose - Pump Off,  Petroleum Liquid Product",094-005-021,,
94,5,22,"Hose - Pump-Off,  Chemical Liquid Product",094-005-022,,
94,5,23,"Hose - Pump-Off,  Corrosive Chemical Liquid Product",094-005-023,,
94,5,24,"Hose - Pump-Off,  Sanitary Liquid Product",094-005-024,,
94,5,25,"Coupler -  Pump-Off Hose, Downstream End",094-005-025,,
94,5,26,"Adapter -  Pump-Off Hose, Downstream End",094-005-026,,
94,5,27,"Cap - Protector, Pump-Off Hose",094-005-027,,
94,5,28,"Hardware, Mounting - Pump Off Tube Assembly with Fittings",094-005-028,,
94,5,29,"Coupling - Flange, Pump-Off",094-005-029,,
94,5,30,"Gasket - Flange Coupling, Pump-Off",094-005-030,,
94,5,31,"Hardware, Mounting - Pump Off Flange Coupling",094-005-031,,
94,5,32,"Coupling - Flexible  Joint, Pump-Off Hose",094-005-032,,
94,5,33,"Hardware, Mounting - Pump Off Hose Flexible Joint Coupling",094-005-033,,
94,6,0,"Reel Assembly - Line W/Hose & Fittings",094-006-000,,
94,6,1,"Reel Assembly - Line",094-006-001,,
94,6,2,"Mounting Bracket - Reel",094-006-002,,
94,6,3,"Motor Assembly - Reel Drive",094-006-003,,
94,6,4,"Sprocket - Reel Drive",094-006-004,,
94,6,5,"Chain - Reel Drive",094-006-005,,
94,6,6,"Control - Electrical Reel Drive",094-006-006,,
94,6,7,"Wiring Harness - Electrical Reel Drive",094-006-007,,
94,6,8,"Bushing - Reel Bracket",094-006-008,,
94,6,9,"Cap - Bushing, Reel Bracket",094-006-009,,
94,6,10,"Shaft - Reel",094-006-010,,
94,6,11,"Reel Drum & Plates",094-006-011,,
94,6,12,"Drive Assembly - Reel, Manual",094-006-012,,
94,6,13,"Drive Assembly - Reel, Electrical",094-006-013,,
94,6,14,"Drive Assembly - Reel, Compressed Air",094-006-014,,
94,6,15,"Crank Handle - Manual Reel Drive",094-006-015,,
94,6,16,"Control - Compressed Air Reel Drive",094-006-016,,
94,6,17,"Line - Compressed Air Reel Drive",094-006-017,,
94,6,18,"Swivel Joint - Reel",094-006-018,,
94,6,19,"Hose Assembly - Reel",094-006-019,,
94,6,20,"Adapter -  Hose Reel, Upstream End",094-006-020,,
94,6,21,"Coupler -  Hose Reel, Upstream End",094-006-021,,
94,6,22,"Hose - Hose Reel",094-006-022,,
94,6,23,"Coupler -  Hose Reel, Downstream End",094-006-023,,
94,6,24,"Adapter -  Hose Reel, Downstream End",094-006-024,,
94,6,25,"Nozzle - Hose Reel",094-006-025,,
94,6,26,"Cap - Protector, Hose Reel",094-006-026,,
94,6,27,"Hardware, Mounting- Line Reel Assembly",094-006-027,,
94,6,28,"Bearing -  Electrical Reel Drive Assembly",094-006-028,,
94,6,29,"Solenoid -  Electrical Reel Drive Assembly",094-006-029,,
94,6,30,"Toggle - Weatherproof, Hose Reel",094-006-030,,
94,6,31,"Switch -  Weatherproof Push Button, Hose Reel",094-006-031,,
94,6,32,"Brake Assembly - Hose Reel",094-006-032,,
94,6,33,"Nozzle - Swivel, Hose Reel",094-006-033,,
94,6,34,"Repair Kit - Swivel Nozzle",094-006-034,,
94,6,35,"Nozzle - Check Valve",094-006-035,,
94,6,36,"Handle & Latch Assembly - Nozzle",094-006-036,,
94,6,37,"Nut - Nozzle",094-006-037,,
94,6,38,"Caliper - Brake, Air Operated Hose Reel",094-006-038,,
94,6,39,"Regulator - Air Pressure, Caliper, Brake Hose Reel",094-006-039,,
94,6,40,"Drum -  Hose Reel Brake",094-006-040,,
94,6,41,"Sprocket & Brake Disc",094-006-041,,
94,6,42,"Boot - Weatherproof Toggle Switch, Hose Reel",094-006-042,,
94,6,43,"Boot - Weatherproof Push Button Switch, Hose Reel",094-006-043,,
94,6,44,"Brake Pad - Hose Reel",094-006-044,,"Requested by PartsRiver JP "
94,6,45,"Brake Spring - Hose Reel",094-006-045,,"Requested by PartsRiver JP "
94,6,46,"Roller Rod - Hose Reel",094-006-046,,"Requested by PartsRiver JP "
94,6,47,"Spool - Chrome, Hose Reel",094-006-047,,"Requested by PartsRiver JP "
94,6,48,"Trunnion - Short, Hose Reel",094-006-048,,"Requested by PartsRiver JP "
94,7,0,"Line - Vapor Recovery",094-007-000,,
94,7,1,"Connector - Hood, Vapor Recovery",094-007-001,,
94,7,2,"Hood - Vapor Recovery",094-007-002,,
94,7,3,"Hardware, Mounting - Vapor Recovery Hood",094-007-003,,
94,7,4,"Tube Assembly W/Fittings - Vapor Recovery",094-007-004,,
94,7,5,"Adapter -  Vapor Recovery Tube, Upstream End",094-007-005,,
94,7,6,"Coupler -   Vapor Recovery Tube, Upstream End",094-007-006,,
94,7,7,"Tube - Vapor Recovery",094-007-007,,
94,7,8,"Coupler -   Vapor Recovery Tube, Downstream End",094-007-008,,
94,7,9,"Adapter -  Vapor Recovery Tube, Downstream End",094-007-009,,
94,7,10,"Cap - Protector, Vapor Recovery Tube",094-007-010,,
94,7,11,"Hardware, Mounting - Vapor Recovery Tube Assembly with Fittings",094-007-011,,
94,7,12,"Hose Assembly W/Fittings - Vapor Recovery",094-007-012,,
94,7,13,"Adapter -  Vapor Recovery Hose, Upstream End",094-007-013,,
94,7,14,"Coupler -   Vapor Recovery Hose, Upstream End",094-007-014,,
94,7,15,"Hose - Vapor Recovery",094-007-015,,
94,7,16,"Coupler -   Vapor Recovery Hose, Downstream End",094-007-016,,
94,7,17,"Adapter -  Vapor Recovery Hose, Downstream End",094-007-017,,
94,7,18,"Cap - Protector, Vapor Recovery Hose",094-007-018,,
94,7,19,"Hardware, Mounting - Vapor Recovery Hose Assembly with Fittings",094-007-019,,
94,7,20,"Coupling - Flange, Vapor Recovery",094-007-020,,
94,7,21,"Gasket - Flange Coupling, Vapor Recovery",094-007-021,,
94,7,22,"Hardware, Mounting - Vapor Recovery Flange Coupling",094-007-022,,
94,7,23,"Coupling - Flexible Hose Joint, Vapor Recovery",094-007-023,,
94,7,24,"Hardware, Mounting - Vapor Recovery Flexible Hose Joint  Coupling",094-007-024,,
94,7,25,"Vapor Recovery Valve Assembly - Complete",094-007-025,,"Requested by Parts River JP"
94,7,26,"Air Filter Assembly - Vapor Recovery Line",094-007-026,,"Requested by Barney Trk JP "
94,7,27,"Cartridge - Replacement, Air Filter,Vapor Recovery Line",094-007-027,,"Requested by Barney Trk JP "
94,8,0,"Line - Air Supply",094-008-000,,
94,8,1,"Hose Assembly W/Fittings - Jumper, Air Supply",094-008-001,,
94,8,2,"Adapter -  Air Supply Jumper Hose, Upstream End",094-008-002,,
94,8,3,"Coupler -   Air Supply Jumper Hose, Upstream End",094-008-003,,
94,8,4,"Cap - Protector,  Air Supply Jumper Hose",094-008-004,,
94,8,5,"Hose - Jumper, Air Supply",094-008-005,,
94,8,6,"Coupler -   Air Supply Jumper Hose, Downstream End",094-008-006,,
94,8,7,"Adapter - Air Supply Jumper Hose, Downstream End",094-008-007,,
94,8,8,"Hardware, Mounting - Air Supply Jumper Hose Assembly with Fittings",094-008-008,,
94,8,9,"Mandrel -   Air Supply Jumper Hose",094-008-009,,
94,8,10,"Support -  Air Supply Jumper Hose",094-008-010,,
94,8,11,"Tube Assembly - Air Supply",094-008-011,,
94,8,12,"Cap - Protector, Air Supply Tube",094-008-012,,
94,8,13,"Adapter -  Air Supply Tube, Upstream End",094-008-013,,
94,8,14,"Coupler -   Air Supply Tube, Upstream End",094-008-014,,
94,8,15,"Tube - Air Supply",094-008-015,,
94,8,16,"Coupler -   Air Supply Tube, Downstream End",094-008-016,,
94,8,17,"Adapter -  Air Supply Tube, Downstream End",094-008-017,,
94,8,18,"Hardware, Mounting- Air Supply Tube Assembly",094-008-018,,
94,8,19,"Hose Assembly - Air Supply",094-008-019,,
94,8,20,"Adapter - Air Supply Hose, Upstream End",094-008-020,,
94,8,21,"Coupler -   Air Supply Hose, Upstream End",094-008-021,,
94,8,22,"Hose - Air Supply",094-008-022,,
94,8,23,"Coupler -   Air Supply Hose, Downstream End",094-008-023,,
94,8,24,"Adapter - Air Supply Hose, Downstream End",094-008-024,,
94,8,25,"Hardware, Mounting - Air Supply Hose Assembly",094-008-025,,
94,8,26,"Plenum - Cover, Air Supply",094-008-026,,
94,8,27,"Aerator Pad - Fabric, Air Supply",094-008-027,,
94,8,28,"Housing - Hopper Aerator,  Air Supply",094-008-028,,
94,8,29,"Hardware, Mounting - Air Supply Plenum Cover",094-008-029,,
94,8,30,"Coupling - Flange, Air Supply",094-008-030,,
94,8,31,"Gasket - Flange Coupling, Air Supply",094-008-031,,
94,8,32,"Hardware, Mounting - Air Supply Flange Coupling",094-008-032,,
94,8,33,"Coupling - Flexible  Joint, Air Supply Hose",094-008-033,,
94,8,34,"Hardware, Mounting - Air Supply Hose Flexible Joint Coupling",094-008-034,,
94,8,35,"Aeration Cone Assembly",094-008-035,,
94,8,37,"Gasket -  Aeration Cone",094-008-037,,
94,8,38,"Filter Assembly",094-008-038,,
94,8,39,"Element - Filter, Air Cleaner",094-008-039,,
94,8,40,"Handle - Aeration Housing",094-008-040,,
94,8,41,"Plate -  Aeration Cone",094-008-041,,
94,8,42,"Stem -  Aeration Cone",094-008-042,,
94,9,0,"Line - Blowdown",094-009-000,,
94,9,1,"Tube Assembly W/Fittings - Blowdown",094-009-001,,
94,9,2,"Adapter -  Blowdown, Upstream Tank End",094-009-002,,
94,9,3,"Coupler -  Blowdown, Upstream Tank End",094-009-003,,
94,9,4,"Tube - Blowdown",094-009-004,,
94,9,5,"Coupler -  Blowdown, Downstream End,",094-009-005,,
94,9,6,"Adapter -  Blowdown, Downstream End",094-009-006,,
94,9,7,"Hose Assembly W/Fittings - Blowdown",094-009-007,,
94,9,8,"Adapter -  Blowdown, Upstream End",094-009-008,,
94,9,9,"Coupler -  Blowdown, Upstream End",094-009-009,,
94,9,10,"Hose - Blowdown",094-009-010,,
94,9,11,"Coupler -   Blowdown Hose, Downstream End",094-009-011,,
94,9,12,"Adapter -  Blowdown Hose, Downstream End",094-009-012,,
94,9,13,"Blowdown Exhaust Valve -  Aspirator",094-009-013,,
94,10,0,"Fitting - (Refer To SAE J846 For Code System)",094-010-000,,
94,10,1,"Fitting - Straight",094-010-001,,
94,10,2,"Fitting - Elbow, 90 Degree",094-010-002,,
94,10,3,"Fitting - Elbow, 45 Degree",094-010-003,,
94,10,4,"Fitting - Tee",094-010-004,,
94,10,5,"Fitting - Cross",094-010-005,,
94,10,6,"Fitting - Union, Straight  Bulkhead",094-010-006,,
94,10,7,"Fitting - Union, 90 Degree Elbow, Bulkhead",094-010-007,,
94,10,8,"Fitting - Union, 45 Degree Elbow, Bulkhead",094-010-008,,
94,10,9,"Fitting - Tee, Bulkhead",094-010-009,,
94,10,10,"Fitting - Elbow, 22 1/2 Degree",094-010-010,,
